         103638405 function calls (93855135 primitive calls) in 46.707 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/core/expr.py:230(__pow__)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/core/expr.py:3960(AtomicExpr)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/transformers/models/electra/configuration_electra.py:186(ElectraOnnxConfig)
        2    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/transformers/tokenization_utils_fast.py:538(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/copy.py:66(copy)
        5    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/onnx/_internal/diagnostics/_diagnostic.py:43(TorchScriptOnnxExportDiagnostic)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/functions/elementary/integers.py:95(floor)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/fx/experimental/symbolic_shapes.py:1041(DynamicDimConstraintPrinter)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/transformers/trainer_utils.py:214(EvaluationStrategy)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/transformers/tokenization_utils_fast.py:342(_add_tokens)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_dynamo/device_interface.py:44(Worker)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_inductor/config.py:379(cpp)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/plotting/plot.py:571(Line2DBaseSeries)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/tensor/functions.py:11(TensorProduct)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_dynamo/external_utils.py:10(wrap_inline)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/core/containers.py:334(OrderedSet)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/core/numbers.py:3821(NumberSymbol)
        3    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/mpmath/ctx_mp_python.py:602(make_mpc)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/regex/_regex_core.py:3884(String)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_dynamo/variables/iter.py:47(CycleIteratorVariable)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_dynamo/variables/lists.py:309(ListVariable)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/functions/special/elliptic_integrals.py:13(elliptic_k)
        6    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/utilities/memoization.py:4(recurrence_memo)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/utils/_config_module.py:329(SubConfigProxy)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/core/numbers.py:4293(Catalan)
        4    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/core/numbers.py:3147(__neg__)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/functions/special/bessel.py:1036(SphericalHankelBase)
        2    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/transformers/models/gpt2/tokenization_gpt2.py:208(vocab_size)
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_dynamo/variables/lists.py:224(CommonListMethodsVariable)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/matrices/expressions/permutation.py:168(MatrixPermute)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/functions/special/polynomials.py:443(chebyshevt)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/functions/elementary/miscellaneous.py:683(Max)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/logic/boolalg.py:572(And)
        5    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/requests/cookies.py:87(get_new_headers)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_dynamo/variables/lists.py:352(DequeVariable)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/functions/combinatorial/numbers.py:1186(catalan)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/utilities/decorator.py:79(conserve_mpmath_dps)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/core/kind.py:257(__init__)
        4    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/regex/_regex_core.py:3651(_handle_case_folding)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_dynamo/variables/torch.py:100(BaseTorchVariable)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/solvers/diophantine/diophantine.py:138(DiophantineEquationType)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/functions/special/bessel.py:1149(hn2)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/functions/special/gamma_functions.py:222(lowergamma)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/utilities/enumerative.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_special_locations.py:15(SpecialLocations)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/utilities/decorator.py:310(wrapper)
        1    0.000    0.000    0.019    0.019 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/utilities/decorator.py:59(xthreaded)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/core/facts.py:135(apply_beta_to_alpha_route)
        6    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_vendor/packaging/_structures.py:19(__eq__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/random.py:200(randrange)
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/matrices/expressions/hadamard.py:313(HadamardPower)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/core/relational.py:883(GreaterThan)
        7    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/regex/_regex_core.py:3933(max_width)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_dynamo/variables/builder.py:1814(SourcelessBuilder)
        3    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/onnx/symbolic_opset9.py:793(_reduce_op_symbolic)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/matrices/common.py:3057(_MatrixWrapper)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/printing/mathml.py:21(MathMLPrinterBase)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/functions/special/error_functions.py:1472(li)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/transformers/generation/beam_constraints.py:204(DisjunctiveTrie)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/utils/checkpoint.py:766(_NoopSaveInputs)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/transformers/models/bert/configuration_bert.py:72(BertConfig)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/matrices/expressions/sets.py:10(MatrixSet)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/functions/elementary/piecewise.py:18(ExprCondPair)
        5    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/printing/pretty/pretty_symbology.py:173(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_dynamo/external_utils.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/core/mod.py:11(Mod)
        2    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/regex/_regex_core.py:4274(_check_group_features)
        3    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_dynamo/variables/higher_order_ops.py:49(deco)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_dynamo/backends/registry.py:9(CompiledFn)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/solvers/ode/single.py:976(RationalRiccati)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/series/sequences.py:416(SeqExpr)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/printing/pycode.py:537(PythonCodePrinter)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/functions/special/zeta_functions.py:394(zeta)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/functions/special/error_functions.py:1251(expint)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/utilities/lambdify.py:1096(_EvaluatorPrinter)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/transformers/models/camembert/configuration_camembert.py:39(CamembertConfig)
        6    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_dynamo/symbolic_convert.py:458(break_graph_if_unsupported)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/functions/elementary/trigonometric.py:3395(atan2)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/core/function.py:818(AppliedUndef)
        4    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/transformers/tokenization_utils_fast.py:194(is_fast)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_dynamo/variables/higher_order_ops.py:723(MapHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/matrices/expressions/special.py:75(__new__)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/polys/agca/modules.py:43(Module)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/sets/sets.py:1670(Complement)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/functions/special/gamma_functions.py:1154(trigamma)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/transformers/tokenization_utils_fast.py:206(vocab_size)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/contextlib.py:458(_push_cm_exit)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_dynamo/side_effects.py:47(AttributeMutationExisting)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/polys/agca/modules.py:282(FreeModule)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/polys/numberfields/modules.py:1644(PowerBasisElement)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/assumptions/cnf.py:15(Literal)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/mpmath/ctx_iv.py:153(__new__)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/transformers/tokenization_utils_base.py:1143(pad_token)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/functions/special/error_functions.py:2160(Chi)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/onnx/_internal/exporter.py:280(ExportOptions)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/polys/domains/ring.py:9(Ring)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/core/numbers.py:4033(Pi)
        2    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/core/multidimensional.py:81(__init__)
        8    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/plotting/plot.py:493(BaseSeries)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/polys/numberfields/modules.py:1844(ModuleEndomorphism)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/functions/special/bessel.py:1822(airybiprime)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/functions/special/hyper.py:763(HyperRep)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/functions/combinatorial/numbers.py:55(carmichael)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/transformers/tokenization_utils_base.py:1242(additional_special_tokens_ids)
        5    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/simplify/hyperexpand.py:1129(MeijerShiftB)
        5    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/integrals/transforms.py:224(_noconds_)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/matrices/expressions/diagonal.py:9(DiagonalMatrix)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/printing/numpy.py:313(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/functions/elementary/complexes.py:793(conjugate)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/ntheory/generate.py:38(Sieve)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/polys/orderings.py:10(MonomialOrder)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/mpmath/ctx_mp_python.py:607(default)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/transformers/trainer_utils.py:220(HubStrategy)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_dynamo/variables/misc.py:1118(NullVariable)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/onnx/_constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/plotting/plot.py:1053(SurfaceOver2DRangeSeries)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/matrices/common.py:55(MatrixRequired)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/functions/special/bessel.py:1665(airyaiprime)
        5    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/printing/pretty/pretty_symbology.py:177(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/assumptions/assume.py:358(UndefinedPredicate)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/regex/_regex_core.py:2416(max_width)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.8/functools.py:429(_unwrap_partial)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/onnx/operators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/onnx/symbolic_opset13.py:426(_reduce_with_dtype)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_dynamo/eval_frame.py:89(Unset)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/functions/special/elliptic_integrals.py:188(elliptic_e)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/sets/sets.py:1837(UniversalSet)
       12    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_vendor/packaging/version.py:518(<lambda>)
        5    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/urllib3/connectionpool.py:340(_validate_conn)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_dynamo/variables/functions.py:92(UserFunctionVariable)
        5    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x7f2a30b54b80}
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/onnx/_type_utils.py:366(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/series/formal.py:1619(FormalPowerSeriesCompose)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/series/formal.py:1696(FormalPowerSeriesInverse)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/series/sequences.py:467(SeqPer)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/core/decorators.py:99(binary_op_wrapper)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/core/numbers.py:4164(TribonacciConstant)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/core/numbers.py:3166(NegativeOne)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_dynamo/utils.py:1896(numpy_method_wrapper)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/mpmath/matrices/matrices.py:747(MatrixMethods)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_ops.py:676(__init__)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_dynamo/variables/misc.py:624(GetAttrVariable)
        2    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/torch/_dynamo/convert_frame.py:93(__init__)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/simplify/epathtools.py:6(EPath)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/series/sequences.py:963(SeqExprOp)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/functions/combinatorial/numbers.py:1332(genocchi)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/regex/_regex_core.py:3084(_compile)
        4    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/printing/pretty/pretty_symbology.py:233(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/assumptions/relation/binrel.py:135(AppliedBinaryRelation)
        2    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/sympy/core/cache.py:183(LazyFunctionMeta)
        1    0.000    0.000    0.000    0.000 /home/saibo/.virtualenvs/python3.8/transformers-CFG-dev-edit/lib/python3.8/site-packages/transformers/models/falcon/configuration_falcon.py:28(FalconConfig)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/socket.py:518(type)
